時間,設備,值
2024-10-26 14:09:14,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:16,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:18,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:24,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:26,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:32,SA-23/TEMPERATURE,29.85
2024-10-26 14:09:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:38,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:46,SA-23/TEMPERATURE,29.85
2024-10-26 14:09:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:09:54,SA-23/TEMPERATURE,29.39
2024-10-26 14:09:56,SA-23/TEMPERATURE,29.85
2024-10-26 14:09:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:06,SA-23/TEMPERATURE,28.92
2024-10-26 14:10:08,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:14,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:10:20,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:26,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:28,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:30,SA-23/TEMPERATURE,28.92
2024-10-26 14:10:32,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:38,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:40,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:44,SA-23/TEMPERATURE,28.92
2024-10-26 14:10:46,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:50,SA-23/TEMPERATURE,29.39
2024-10-26 14:10:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:10:59,SA-23/TEMPERATURE,29.39
2024-10-26 14:11:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:11:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:11:32,SA-23/TEMPERATURE,29.39
2024-10-26 14:11:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:11:48,SA-23/TEMPERATURE,29.39
2024-10-26 14:11:51,SA-23/TEMPERATURE,28.92
2024-10-26 14:11:52,SA-23/TEMPERATURE,29.85
2024-10-26 14:11:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:11:58,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:09,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:10,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:14,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:20,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:25,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:26,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:29,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:30,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:34,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:42,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:44,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:46,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:48,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:12:52,SA-23/TEMPERATURE,29.85
2024-10-26 14:12:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:12:58,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:00,SA-23/TEMPERATURE,29.39
2024-10-26 14:13:04,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:13:08,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:13:16,SA-23/TEMPERATURE,29.39
2024-10-26 14:13:18,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:22,SA-23/TEMPERATURE,28.92
2024-10-26 14:13:24,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:28,SA-23/TEMPERATURE,29.39
2024-10-26 14:13:32,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:13:42,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:44,SA-23/TEMPERATURE,28.92
2024-10-26 14:13:47,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:13:52,SA-23/TEMPERATURE,29.85
2024-10-26 14:13:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:13:58,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:14:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:14:08,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:16,SA-23/TEMPERATURE,29.39
2024-10-26 14:14:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:14:20,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:26,SA-23/TEMPERATURE,29.39
2024-10-26 14:14:28,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:14:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:42,SA-23/TEMPERATURE,29.39
2024-10-26 14:14:44,SA-23/TEMPERATURE,29.85
2024-10-26 14:14:52,SA-23/TEMPERATURE,29.39
2024-10-26 14:14:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:15:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:15:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:15:08,SA-23/TEMPERATURE,29.39
2024-10-26 14:15:10,SA-23/TEMPERATURE,29.85
2024-10-26 14:15:38,SA-23/TEMPERATURE,29.39
2024-10-26 14:15:46,SA-23/TEMPERATURE,28.92
2024-10-26 14:15:48,SA-23/TEMPERATURE,29.85
2024-10-26 14:15:50,SA-23/TEMPERATURE,29.39
2024-10-26 14:15:56,SA-23/TEMPERATURE,29.85
2024-10-26 14:16:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:16:06,SA-23/TEMPERATURE,29.85
2024-10-26 14:16:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:16:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:16:16,SA-23/TEMPERATURE,29.39
2024-10-26 14:16:19,SA-23/TEMPERATURE,29.85
2024-10-26 14:16:20,SA-23/TEMPERATURE,28.92
2024-10-26 14:16:30,SA-23/TEMPERATURE,29.39
2024-10-26 14:16:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:17:00,SA-23/TEMPERATURE,29.39
2024-10-26 14:17:02,SA-23/TEMPERATURE,29.85
2024-10-26 14:17:04,SA-23/TEMPERATURE,28.92
2024-10-26 14:17:28,SA-23/TEMPERATURE,29.39
2024-10-26 14:17:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:18:38,SA-23/TEMPERATURE,29.39
2024-10-26 14:18:40,SA-23/TEMPERATURE,28.92
2024-10-26 14:19:04,SA-23/TEMPERATURE,29.39
2024-10-26 14:19:06,SA-23/TEMPERATURE,28.92
2024-10-26 14:19:24,SA-23/TEMPERATURE,29.39
2024-10-26 14:19:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:19:28,SA-23/TEMPERATURE,29.85
2024-10-26 14:19:30,SA-23/TEMPERATURE,28.92
2024-10-26 14:19:48,SA-23/TEMPERATURE,29.39
2024-10-26 14:19:52,SA-23/TEMPERATURE,28.92
2024-10-26 14:19:54,SA-23/TEMPERATURE,29.85
2024-10-26 14:19:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:02,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:04,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:10,SA-23/TEMPERATURE,29.85
2024-10-26 14:20:12,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:14,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:16,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:20,SA-23/TEMPERATURE,29.85
2024-10-26 14:20:24,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:30,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:32,SA-23/TEMPERATURE,29.85
2024-10-26 14:20:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:36,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:44,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:46,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:50,SA-23/TEMPERATURE,28.92
2024-10-26 14:20:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:20:58,SA-23/TEMPERATURE,28.92
2024-10-26 14:21:00,SA-23/TEMPERATURE,29.85
2024-10-26 14:21:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:21:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:21:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:21:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:21:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:21:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:21:44,SA-23/TEMPERATURE,28.92
2024-10-26 14:22:02,SA-23/TEMPERATURE,29.39
2024-10-26 14:22:04,SA-23/TEMPERATURE,29.85
2024-10-26 14:22:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:22:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:22:22,SA-23/TEMPERATURE,29.39
2024-10-26 14:22:24,SA-23/TEMPERATURE,28.92
2024-10-26 14:22:26,SA-23/TEMPERATURE,29.39
2024-10-26 14:22:30,SA-23/TEMPERATURE,29.85
2024-10-26 14:22:32,SA-23/TEMPERATURE,28.92
2024-10-26 14:22:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:22:58,SA-23/TEMPERATURE,29.85
2024-10-26 14:23:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:06,SA-23/TEMPERATURE,29.85
2024-10-26 14:23:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:14,SA-23/TEMPERATURE,29.39
2024-10-26 14:23:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:22,SA-23/TEMPERATURE,29.39
2024-10-26 14:23:24,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:23:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:52,SA-23/TEMPERATURE,29.39
2024-10-26 14:23:56,SA-23/TEMPERATURE,29.85
2024-10-26 14:23:56,SA-23/TEMPERATURE,28.92
2024-10-26 14:23:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:24:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:24:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:24:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:24:36,SA-23/TEMPERATURE,29.39
2024-10-26 14:24:40,SA-23/TEMPERATURE,28.92
2024-10-26 14:24:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:04,SA-23/TEMPERATURE,28.92
2024-10-26 14:25:12,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:14,SA-23/TEMPERATURE,28.92
2024-10-26 14:25:16,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:18,SA-23/TEMPERATURE,28.92
2024-10-26 14:25:26,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:28,SA-23/TEMPERATURE,28.92
2024-10-26 14:25:36,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:25:42,SA-23/TEMPERATURE,29.39
2024-10-26 14:25:44,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:20,SA-23/TEMPERATURE,28.45
2024-10-26 14:26:22,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:32,SA-23/TEMPERATURE,29.39
2024-10-26 14:26:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:36,SA-23/TEMPERATURE,29.85
2024-10-26 14:26:38,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:40,SA-23/TEMPERATURE,29.39
2024-10-26 14:26:42,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:44,SA-23/TEMPERATURE,29.39
2024-10-26 14:26:52,SA-23/TEMPERATURE,28.92
2024-10-26 14:26:56,SA-23/TEMPERATURE,29.39
2024-10-26 14:27:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:27:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:27:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:27:18,SA-23/TEMPERATURE,29.39
2024-10-26 14:27:20,SA-23/TEMPERATURE,28.92
2024-10-26 14:27:22,SA-23/TEMPERATURE,29.39
2024-10-26 14:27:26,SA-23/TEMPERATURE,28.92
2024-10-26 14:27:35,SA-23/TEMPERATURE,29.85
2024-10-26 14:27:36,SA-23/TEMPERATURE,28.92
2024-10-26 14:28:06,SA-23/TEMPERATURE,29.39
2024-10-26 14:28:08,SA-23/TEMPERATURE,28.92
2024-10-26 14:29:28,SA-23/TEMPERATURE,29.39
2024-10-26 14:29:30,SA-23/TEMPERATURE,28.92
2024-10-26 14:29:46,SA-23/TEMPERATURE,29.39
2024-10-26 14:29:48,SA-23/TEMPERATURE,28.92
2024-10-26 14:30:32,SA-23/TEMPERATURE,28.45
2024-10-26 14:30:34,SA-23/TEMPERATURE,28.92
2024-10-26 14:30:50,SA-23/TEMPERATURE,29.39
2024-10-26 14:30:53,SA-23/TEMPERATURE,28.92
2024-10-26 14:30:58,SA-23/TEMPERATURE,29.39
2024-10-26 14:31:00,SA-23/TEMPERATURE,28.92
2024-10-26 14:32:00,SA-23/TEMPERATURE,28.45
2024-10-26 14:32:02,SA-23/TEMPERATURE,28.92
2024-10-26 14:32:38,SA-23/TEMPERATURE,28.45
2024-10-26 14:32:40,SA-23/TEMPERATURE,28.92
2024-10-26 15:30:39,SA-23/TEMPERATURE,28.45
2024-10-26 15:30:41,SA-23/TEMPERATURE,28.92
2024-10-26 15:30:45,SA-23/TEMPERATURE,28.45
2024-10-26 15:30:49,SA-23/TEMPERATURE,28.92
2024-10-26 15:30:53,SA-23/TEMPERATURE,28.45
2024-10-26 15:30:55,SA-23/TEMPERATURE,28.92
2024-10-26 15:30:57,SA-23/TEMPERATURE,28.45
2024-10-26 15:30:59,SA-23/TEMPERATURE,28.92
2024-10-26 15:31:01,SA-23/TEMPERATURE,28.45
2024-10-26 15:31:05,SA-23/TEMPERATURE,28.92
2024-10-26 15:31:35,SA-23/TEMPERATURE,29.39
2024-10-26 15:31:37,SA-23/TEMPERATURE,28.92
2024-10-26 15:31:43,SA-23/TEMPERATURE,28.45
2024-10-26 15:31:45,SA-23/TEMPERATURE,28.92
2024-10-26 15:32:38,SA-23/LED_LEVEL,4
2024-10-26 15:32:39,SA-23/TEMPERATURE,28.45
2024-10-26 15:32:39,SA-23/LED_LEVEL,7
2024-10-26 15:32:40,SA-23/LED_LEVEL,8
2024-10-26 15:32:40,SA-23/LED_LEVEL,7
2024-10-26 15:32:41,SA-23/TEMPERATURE,28.92
2024-10-26 15:32:41,SA-23/LED_LEVEL,5
2024-10-26 15:33:34,SA-23/LED_LEVEL,4
2024-10-26 15:33:35,SA-23/LED_LEVEL,2
2024-10-26 15:33:36,SA-23/LED_LEVEL,4
2024-10-26 15:33:36,SA-23/LED_LEVEL,6
2024-10-26 15:33:36,SA-23/LED_LEVEL,3
2024-10-26 15:34:35,SA-23/TEMPERATURE,28.45
2024-10-26 15:34:37,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:01,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:03,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:05,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:09,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:11,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:13,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:15,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:17,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:23,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:27,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:29,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:39,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:41,SA-23/TEMPERATURE,28.45
2024-10-26 15:35:55,SA-23/TEMPERATURE,28.92
2024-10-26 15:35:57,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:01,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:03,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:05,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:09,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:17,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:19,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:29,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:31,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:44,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:45,SA-23/TEMPERATURE,28.45
2024-10-26 15:36:55,SA-23/TEMPERATURE,28.92
2024-10-26 15:36:57,SA-23/TEMPERATURE,28.45
2024-10-26 15:38:53,SA-23/TEMPERATURE,28.92
2024-10-26 15:38:55,SA-23/TEMPERATURE,28.45
2024-10-26 15:38:57,SA-23/TEMPERATURE,28.92
2024-10-26 15:39:01,SA-23/TEMPERATURE,28.45
2024-10-26 15:39:10,SA-23/LED_LEVEL,3
2024-10-26 15:39:18,SA-23/LED_LEVEL,3
2024-10-26 15:41:29,SA-23/TEMPERATURE,28.92
2024-10-26 15:52:53,SA-23/TEMPERATURE,28.92
2024-10-26 15:58:46,SA-23/LED_LEVEL,3
2024-10-26 16:00:02,SA-23/LED_LEVEL,3
2024-10-26 16:00:28,SA-23/LED_LEVEL,3
2024-10-26 16:01:35,SA-23/TEMPERATURE,28.92
2024-10-26 16:01:35,SA-23/LINE_LEVEL,1
2024-10-26 16:01:35,SA-23/LED_LEVEL,3
2024-10-26 16:04:12,SA-23/LED_LEVEL,3
